longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_room ,population_per_household
-121.29,38.0,0.215686275,4038.0,1074.0,0.096331175,942.0,0.101371016,0.200619791,4.286624203821656,0.2659732540861813,0.00010226239384288748
-122.47,37.75,0.941176471,2747.0,472.0,0.03581939,448.0,0.343588364,0.724328972,6.131696428571429,0.1718238077903167,7.995399553571429e-05
-117.77,33.7,0.058823529,2446.0,622.0,0.036772331,560.0,0.221707287,0.25257834,4.367857142857143,0.2542927228127555,6.566487678571428e-05
-122.04,37.53,0.647058824,2316.0,478.0,0.042630119,467.0,0.223203818,0.361650055,4.9593147751606,0.20639032815198619,9.128505139186295e-05
-117.95,35.08,0.0,83.0,15.0,0.000812803,15.0,0.301726873,0.261238098,5.533333333333333,0.18072289156626506,5.418686666666666e-05
-118.09,34.01,0.588235294,1108.0,238.0,0.03217579,229.0,0.264368767,0.277320506,4.8384279475982535,0.2148014440433213,0.00014050563318777294
-119.0,35.36,0.764705882,850.0,227.0,0.021329073,186.0,0.030399581,0.058970891,4.56989247311828,0.26705882352941174,0.00011467243548387097
-118.48,34.42,0.392156863,1375.0,259.0,0.020320076,258.0,0.311492255,0.441237356,5.329457364341085,0.18836363636363637,7.875998449612402e-05
-119.83,34.45,0.450980392,2168.0,373.0,0.026093781,366.0,0.339291872,0.548247224,5.923497267759563,0.1720479704797048,7.129448360655737e-05
-122.01,36.99,0.529411765,1321.0,240.0,0.018189972,239.0,0.309023324,0.511546344,5.527196652719665,0.18168054504163514,7.610866945606694e-05
-118.26,34.1,1.0,1310.0,263.0,0.019226996,208.0,0.246355223,0.690720863,6.298076923076923,0.20076335877862594,9.243748076923076e-05
-122.14,37.45,1.0,3841.0,537.0,0.038902436,540.0,0.507910236,1.0,7.112962962962963,0.139807341838063,7.204154814814815e-05
-122.22,37.88,0.37254902,95.0,13.0,0.000784775,15.0,0.134101599,0.948451759,6.333333333333333,0.1368421052631579,5.231833333333334e-05
-117.38,34.07,0.098039216,1156.0,191.0,0.025421116,234.0,0.304078564,0.221444448,4.94017094017094,0.1652249134948097,0.00010863724786324787
-120.0,38.92,0.31372549,1106.0,207.0,0.012976821,180.0,0.195142136,0.230104206,6.144444444444445,0.1871609403254973,7.209345e-05
-117.94,33.67,0.490196078,2552.0,314.0,0.025841531,323.0,0.529923725,0.725772265,7.900928792569659,0.12304075235109718,8.00047399380805e-05
-117.0,32.67,0.294117647,2238.0,307.0,0.027999664,303.0,0.421676942,0.513608191,7.3861386138613865,0.13717605004468275,9.240813201320133e-05
-121.21,39.24,0.117647059,4194.0,673.0,0.037893439,566.0,0.26691356,0.435257999,7.409893992932862,0.16046733428707677,6.694953886925796e-05
-121.94,37.75,0.294117647,5121.0,735.0,0.068976148,761.0,0.422097626,0.579587301,6.729303547963206,0.14352665495020503,9.063882785808148e-05
-118.46,34.02,0.549019608,2329.0,833.0,0.054653998,800.0,0.149239321,0.450103299,2.91125,0.35766423357664234,6.831749750000001e-05
-120.34,38.25,0.31372549,5497.0,1056.0,0.027859525,408.0,0.171183846,0.198970314,13.473039215686274,0.19210478442786974,6.828314950980392e-05
-119.37,36.21,0.666666667,2228.0,476.0,0.043835309,449.0,0.065212894,0.080620286,4.9621380846325165,0.21364452423698385,9.762875055679289e-05
-120.04,38.86,0.294117647,2708.0,481.0,0.019871633,261.0,0.226838251,0.211753766,10.375478927203066,0.1776218611521418,7.613652490421455e-05
-121.06,38.25,0.235294118,651.0,102.0,0.008352252,104.0,0.21743838,0.381443788,6.259615384615385,0.15668202764976957,8.031011538461538e-05
-118.1,34.13,0.843137255,1917.0,265.0,0.021048796,257.0,0.822319692,1.0,7.4591439688715955,0.13823682837767345,8.19019299610895e-05
-120.86,38.75,0.274509804,1533.0,300.0,0.018806581,287.0,0.142246314,0.270310226,5.341463414634147,0.19569471624266144,6.552815679442509e-05
-118.21,33.89,0.803921569,1254.0,225.0,0.025953642,235.0,0.266527358,0.208660995,5.336170212765958,0.17942583732057416,0.00011044102978723404
-118.09,33.79,0.68627451,4210.0,657.0,0.053476835,631.0,0.368905256,0.478969159,6.671949286846276,0.15605700712589074,8.474934231378764e-05
-117.61,34.02,0.274509804,1791.0,346.0,0.034081673,328.0,0.228452021,0.320206927,5.460365853658536,0.19318816303740927,0.00010390753963414633
-121.37,38.64,0.509803922,1672.0,299.0,0.021132879,282.0,0.219217666,0.298351347,5.929078014184397,0.17882775119617225,7.493928723404255e-05
-122.23,37.85,1.0,2800.0,411.0,0.029653297,403.0,0.402994441,0.739380456,6.947890818858561,0.1467857142857143,7.358138213399503e-05
-121.5,38.63,0.098039216,693.0,143.0,0.00765156,151.0,0.185825023,0.210310473,4.589403973509934,0.20634920634920634,5.0672582781456955e-05
-117.1,32.76,1.0,2606.0,426.0,0.024664368,380.0,0.26078261,0.527422567,6.8578947368421055,0.1634689178818112,6.490623157894736e-05
-122.37,41.41,0.529411765,1729.0,419.0,0.025953642,370.0,0.053109612,0.078558439,4.672972972972973,0.24233661075766338,7.014497837837838e-05
-117.19,34.06,0.705882353,1467.0,348.0,0.036800359,339.0,0.065385305,0.119176828,4.327433628318584,0.23721881390593047,0.00010855563126843656
-122.06,37.6,0.31372549,5159.0,832.0,0.088875809,817.0,0.370374202,0.45237133,6.314565483476132,0.16127156425663888,0.0001087831199510404
-118.22,33.92,0.823529412,1195.0,256.0,0.034978559,262.0,0.203721328,0.22680525,4.561068702290076,0.21422594142259413,0.00013350595038167938
-118.93,35.37,0.647058824,2412.0,446.0,0.04358306,421.0,0.151059985,0.098558356,5.729216152019003,0.18490878938640132,0.00010352270783847981
-121.86,37.37,0.274509804,8162.0,2124.0,0.246363407,2086.0,0.195217997,0.402680814,3.912751677852349,0.2602303357020338,0.0001181032631831256
-122.29,37.78,0.803921569,1241.0,309.0,0.022926652,300.0,0.099502076,0.179795135,4.136666666666667,0.24899274778404512,7.642217333333333e-05
-117.98,33.77,0.117647059,2252.0,570.0,0.044087559,550.0,0.216093571,0.319176003,4.094545454545455,0.2531083481349911,8.015919818181818e-05
-119.03,34.24,0.470588235,3655.0,545.0,0.049693097,544.0,0.3577261,0.460000165,6.71875,0.1491108071135431,9.134760477941176e-05
-123.35,39.42,0.333333333,1619.0,346.0,0.02525295,295.0,0.114660487,0.128248956,5.488135593220339,0.21371216800494133,8.560322033898305e-05
-122.18,37.9,0.68627451,4760.0,610.0,0.042265759,572.0,0.586647081,1.0,8.321678321678322,0.12815126050420167,7.389118706293707e-05
-122.16,37.79,0.411764706,12842.0,2048.0,0.139633958,1967.0,0.378270645,0.734019654,6.528723945094052,0.15947671702227068,7.098828571428572e-05
-118.13,33.81,0.705882353,1228.0,237.0,0.015947756,242.0,0.263796361,0.430721935,5.074380165289257,0.19299674267100977,6.589981818181818e-05
-118.18,34.07,0.529411765,2616.0,630.0,0.062081336,621.0,0.150639302,0.290722512,4.21256038647343,0.2408256880733945,9.996994524959743e-05
-118.15,33.78,0.235294118,3056.0,861.0,0.044760223,824.0,0.193128371,0.397526196,3.70873786407767,0.28174083769633507,5.4320658980582526e-05
-118.48,34.25,0.666666667,1865.0,335.0,0.030017657,337.0,0.317712859,0.429484827,5.534124629080119,0.17962466487935658,8.907316617210683e-05
-121.18,39.25,0.156862745,3415.0,562.0,0.033773368,479.0,0.266527358,0.352371743,7.129436325678497,0.16456808199121523,7.050807515657619e-05
-118.12,33.79,0.823529412,1471.0,301.0,0.021413156,311.0,0.264258424,0.448247636,4.729903536977492,0.20462270564242013,6.885259163987138e-05
-121.64,36.66,0.450980392,3174.0,506.0,0.041004512,535.0,0.326105847,0.480618637,5.932710280373832,0.15942028985507245,7.66439476635514e-05
-118.17,33.91,0.745098039,1157.0,273.0,0.024496202,305.0,0.17991476,0.32165022,3.7934426229508196,0.23595505617977527,8.031541639344263e-05
-117.73,34.07,0.62745098,1921.0,489.0,0.039995516,467.0,0.126943077,0.221856817,4.113490364025696,0.2545549193128579,8.564350321199144e-05
-117.63,33.5,0.215686275,3619.0,536.0,0.04212562,492.0,0.462159143,0.698143513,7.355691056910569,0.14810721193699916,8.562117886178862e-05
-117.95,33.81,0.450980392,2749.0,498.0,0.038229771,460.0,0.243106992,0.465360968,5.976086956521739,0.1811567842851946,8.310819782608696e-05
-118.3,33.99,0.901960784,2212.0,533.0,0.053252614,554.0,0.102439966,0.177527103,3.9927797833935017,0.24095840867992765,9.612385198555956e-05
-122.43,37.73,1.0,1985.0,401.0,0.03738894,424.0,0.248768982,0.465773337,4.681603773584905,0.20201511335012595,8.818146226415095e-05
-122.51,37.98,0.705882353,4801.0,699.0,0.051206592,679.0,0.384567109,0.974843403,7.070692194403534,0.14559466777754634,7.541471575846834e-05
-118.23,34.09,0.901960784,859.0,239.0,0.025505199,234.0,0.147880719,0.249691754,3.6709401709401708,0.27823050058207216,0.00010899657692307692
-117.93,33.73,0.509803922,3662.0,834.0,0.08425124,743.0,0.240113929,0.339175921,4.928667563930014,0.2277444019661387,0.00011339332436069987
-118.74,36.23,0.411764706,1033.0,232.0,0.012304157,136.0,0.147915201,0.25257834,7.595588235294118,0.2245885769603098,9.047174264705882e-05
-118.31,34.05,0.803921569,443.0,223.0,0.016228033,223.0,0.123708639,0.690720863,1.9865470852017937,0.5033860045146726,7.277144843049327e-05
-118.25,33.94,0.823529412,1113.0,378.0,0.036492054,334.0,0.044378698,0.157321001,3.3323353293413174,0.33962264150943394,0.00010925764670658683
-118.28,33.75,0.333333333,393.0,189.0,0.011939797,188.0,0.09237114,0.355670698,2.0904255319148937,0.48091603053435117,6.35095585106383e-05
-118.04,34.09,0.647058824,2597.0,461.0,0.043134617,470.0,0.284216769,0.482268114,5.525531914893617,0.17751251443973817,9.177578085106383e-05
-119.0,35.36,0.745098039,896.0,217.0,0.022478208,197.0,0.051730321,0.056702859,4.548223350253807,0.2421875,0.00011410257868020304
-117.96,33.81,0.647058824,1416.0,277.0,0.027383054,284.0,0.294982138,0.345361462,4.985915492957746,0.19562146892655366,9.641920422535211e-05
-118.16,33.84,0.68627451,2444.0,432.0,0.033521119,424.0,0.251989628,0.420206515,5.764150943396227,0.176759410801964,7.90592429245283e-05
-118.48,34.02,0.470588235,1583.0,460.0,0.027467138,422.0,0.151859974,0.574845052,3.751184834123223,0.29058749210360074,6.508800473933648e-05
-122.69,38.34,0.294117647,1683.0,341.0,0.024580285,327.0,0.192121488,0.299382271,5.146788990825688,0.20261437908496732,7.516906727828746e-05
-121.64,39.22,0.705882353,1189.0,248.0,0.017489279,219.0,0.231803699,0.175259071,5.429223744292237,0.20857863751051303,7.985972146118721e-05
-122.46,37.75,1.0,1207.0,152.0,0.012948793,162.0,0.707369554,1.0,7.450617283950617,0.1259320629660315,7.993082098765433e-05
-117.31,33.94,0.117647059,11232.0,1791.0,0.118136719,1644.0,0.32905753,0.415464266,6.8321167883211675,0.1594551282051282,7.185931812652068e-05
-115.64,32.8,0.431372549,1228.0,235.0,0.015863673,235.0,0.183914705,0.22680525,5.225531914893617,0.19136807817589577,6.750499148936169e-05
-117.68,33.54,0.078431373,2840.0,403.0,0.03811766,403.0,0.490896677,0.672988977,7.0471464019851116,0.14190140845070423,9.458476426799007e-05
-120.67,35.3,0.352941176,1540.0,715.0,0.050337734,635.0,0.013972221,1.0,2.425196850393701,0.4642857142857143,7.92720220472441e-05
-117.9,33.93,0.215686275,4325.0,1191.0,0.053084447,1080.0,0.194300768,0.479175344,4.00462962962963,0.2753757225433526,4.915226574074074e-05
-117.21,34.11,0.509803922,1245.0,229.0,0.019311079,234.0,0.187425001,0.153403491,5.32051282051282,0.18393574297188756,8.252597863247863e-05
-118.13,33.86,0.862745098,1866.0,343.0,0.025673365,344.0,0.212645343,0.381856157,5.424418604651163,0.18381564844587353,7.4631875e-05
-118.31,33.79,0.666666667,2290.0,563.0,0.038425965,530.0,0.189466352,0.494226828,4.320754716981132,0.24585152838427948,7.250182075471697e-05
-121.49,38.53,0.764705882,2966.0,536.0,0.034249839,505.0,0.181038882,0.238351594,5.873267326732673,0.18071476736345246,6.782146336633663e-05
-121.29,37.95,0.294117647,761.0,306.0,0.012192046,282.0,0.01872388,0.149485982,2.698581560283688,0.4021024967148489,4.323420567375887e-05
-122.75,38.41,0.31372549,3150.0,588.0,0.05196334,610.0,0.239231183,0.309279137,5.163934426229508,0.18666666666666668,8.518580327868853e-05
-118.57,34.27,0.37254902,7384.0,845.0,0.078253314,872.0,0.627908581,1.0,8.46788990825688,0.11443661971830986,8.97400389908257e-05
-118.3,33.91,0.568627451,1842.0,476.0,0.041705205,420.0,0.173432091,0.28886685,4.385714285714286,0.25841476655808904,9.929810714285715e-05
-116.57,33.76,0.470588235,2616.0,547.0,0.016200006,343.0,0.181825078,0.59092746,7.626822157434402,0.2090978593272171,4.723033819241982e-05
-117.76,34.07,0.921568627,1157.0,247.0,0.018890664,218.0,0.162721893,0.231341314,5.307339449541284,0.21348314606741572,8.665442201834863e-05
-114.65,34.89,0.31372549,2556.0,587.0,0.028083747,401.0,0.082702308,0.111547994,6.3740648379052365,0.22965571205007826,7.003428179551122e-05
-117.26,33.04,0.294117647,3109.0,450.0,0.040079599,453.0,0.422890719,0.524948351,6.863134657836644,0.14474107430041813,8.847593598233996e-05
-117.87,33.69,0.058823529,2337.0,768.0,0.027467138,655.0,0.221893491,0.536082325,3.56793893129771,0.3286264441591784,4.193456183206107e-05
-123.58,39.66,0.274509804,1839.0,489.0,0.024776479,332.0,0.120205239,0.175259071,5.539156626506024,0.265905383360522,7.462794879518073e-05
-118.33,34.11,0.705882353,2330.0,434.0,0.023627344,457.0,0.533344368,0.856081006,5.098468271334792,0.18626609442060085,5.170097155361051e-05
-120.38,40.98,0.509803922,777.0,185.0,0.008828723,115.0,0.081612667,0.051548241,6.756521739130434,0.23809523809523808,7.677150434782609e-05
-122.39,37.59,0.607843137,4497.0,435.0,0.051655035,715.0,0.388436022,1.0,6.28951048951049,0.09673115410273515,7.22448041958042e-05
-122.32,37.55,0.960784314,2501.0,433.0,0.029344993,410.0,0.285561578,1.0,6.1,0.17313074770091963,7.157315365853658e-05
-118.09,34.04,0.333333333,5580.0,1369.0,0.107598307,1276.0,0.217328037,0.316495602,4.3730407523510975,0.2453405017921147,8.432469200626959e-05
-118.2,34.04,0.843137255,1582.0,544.0,0.055915244,515.0,0.081991973,0.22680525,3.071844660194175,0.3438685208596713,0.00010857328932038836
-118.43,33.87,0.784313725,847.0,173.0,0.009557443,170.0,0.436000883,1.0,4.982352941176471,0.20425029515938606,5.6220252941176475e-05
-118.11,33.84,0.705882353,1588.0,272.0,0.019311079,245.0,0.300651026,0.423299285,6.481632653061224,0.1712846347607053,7.882073061224489e-05
-117.83,33.83,0.235294118,3759.0,489.0,0.041845343,499.0,0.543571813,0.747627845,7.533066132264529,0.1300877893056664,8.385840280561122e-05
-117.24,32.81,0.62745098,1588.0,289.0,0.01905883,301.0,0.338643605,0.654432353,5.275747508305648,0.18198992443324938,6.331837209302326e-05
-121.96,37.53,0.431372549,2215.0,475.0,0.035735306,492.0,0.261761907,0.420206515,4.502032520325203,0.2144469525959368,7.263273577235773e-05
-118.44,34.5,0.078431373,1514.0,220.0,0.037893439,215.0,0.526509979,0.709277488,7.0418604651162795,0.1453104359313078,0.0001762485534883721
-118.11,33.85,0.68627451,2418.0,389.0,0.03181143,387.0,0.299264838,0.415051897,6.248062015503876,0.1608767576509512,8.220007751937985e-05
-118.12,34.71,0.882352941,40.0,10.0,0.000308305,7.0,0.04310975,0.432989967,5.714285714285714,0.25,4.4043571428571424e-05
-121.33,38.65,0.450980392,3533.0,741.0,0.041845343,723.0,0.159356423,0.346804755,4.8865836791148,0.20973676761958676,5.787737621023513e-05
-121.85,37.28,0.31372549,4208.0,954.0,0.041284789,904.0,0.130839575,0.149485982,4.654867256637168,0.2267110266159696,4.566901438053098e-05
-122.36,40.66,0.31372549,2786.0,559.0,0.042742229,517.0,0.104274424,0.12536237,5.388781431334623,0.20064608758076094,8.267355705996131e-05
-122.39,41.41,0.431372549,910.0,199.0,0.010286163,169.0,0.085853988,0.134228312,5.384615384615385,0.21868131868131868,6.08648698224852e-05
-117.76,33.72,0.274509804,941.0,266.0,0.010174052,248.0,0.266458394,0.275052474,3.7943548387096775,0.2826780021253985,4.102440322580645e-05
-119.25,36.71,0.235294118,2813.0,579.0,0.038734269,512.0,0.118639743,0.175259071,5.494140625,0.20583007465339495,7.5652869140625e-05
-119.79,36.84,0.411764706,1529.0,375.0,0.043162645,395.0,0.089150494,0.075671853,3.8708860759493673,0.24525833878351863,0.00010927251898734177
-122.24,37.85,0.705882353,334.0,54.0,0.002662631,47.0,0.307885408,0.659793155,7.1063829787234045,0.16167664670658682,5.665172340425532e-05
-121.29,37.99,0.784313725,930.0,191.0,0.012892738,185.0,0.200976538,0.155877708,5.027027027027027,0.2053763440860215,6.969047567567568e-05
-117.87,33.75,0.490196078,411.0,114.0,0.012472323,95.0,0.082895408,0.690720863,4.326315789473684,0.2773722627737226,0.0001312876105263158
-117.91,33.74,0.274509804,715.0,214.0,0.038986519,244.0,0.198942084,0.304124519,2.930327868852459,0.2993006993006993,0.00015978081557377048
-122.34,37.97,0.352941176,392.0,109.0,0.007959864,81.0,0.3822499,0.195877543,4.839506172839506,0.2780612244897959,9.826992592592593e-05
-120.62,35.12,0.411764706,1240.0,294.0,0.021441184,288.0,0.148625536,0.298969901,4.305555555555555,0.23709677419354838,7.444855555555556e-05
-122.09,37.37,0.647058824,2165.0,355.0,0.021665405,339.0,0.330836816,0.880616987,6.386430678466077,0.16397228637413394,6.390974926253688e-05
-118.59,34.25,0.274509804,9716.0,2387.0,0.139830152,2225.0,0.215390133,0.367629412,4.366741573033708,0.24567723342939482,6.284501213483147e-05
-122.03,37.62,0.607843137,2964.0,547.0,0.041172679,527.0,0.258403332,0.425154948,5.624288425047438,0.18454790823211875,7.812652561669828e-05
-118.03,34.06,0.588235294,1513.0,389.0,0.039042574,364.0,0.13590847,0.320825481,4.156593406593407,0.25710508922670194,0.00010725981868131867
-121.83,39.1,0.803921569,1282.0,198.0,0.012556406,159.0,0.192535275,0.170929192,8.062893081761006,0.1544461778471139,7.8971106918239e-05
-116.89,32.85,0.274509804,3560.0,593.0,0.049160571,574.0,0.318519745,0.351134634,6.2020905923344944,0.16657303370786516,8.564559407665505e-05
-119.06,34.38,0.62745098,1465.0,262.0,0.020404159,266.0,0.237686377,0.443917757,5.507518796992481,0.178839590443686,7.670736466165414e-05
-118.22,33.94,0.764705882,930.0,258.0,0.03363323,244.0,0.144404905,0.207011517,3.8114754098360657,0.27741935483870966,0.00013784110655737705
-118.31,33.97,0.921568627,1541.0,314.0,0.022870596,312.0,0.178742362,0.249691754,4.939102564102564,0.20376378974691758,7.330319230769231e-05
-122.51,38.0,0.31372549,2449.0,536.0,0.032343956,543.0,0.238065682,0.534432848,4.510128913443831,0.21886484279297672,5.956529650092081e-05
-121.99,37.35,0.294117647,3249.0,947.0,0.045797248,841.0,0.278809947,0.378144832,3.8632580261593343,0.2914742997845491,5.445570511296076e-05
-117.98,33.8,0.607843137,2161.0,432.0,0.042041537,402.0,0.26232052,0.363711902,5.375621890547263,0.1999074502545118,0.00010458093781094527
-118.09,33.96,0.68627451,1116.0,229.0,0.020067827,233.0,0.201728252,0.305567812,4.789699570815451,0.20519713261648745,8.612801287553648e-05
-116.94,32.81,0.411764706,4266.0,1010.0,0.077440511,985.0,0.159832278,0.247836091,4.330964467005076,0.236755743084857,7.861980812182742e-05
-119.28,37.11,0.647058824,1901.0,394.0,0.004708652,73.0,0.177445828,0.267217455,26.041095890410958,0.20725933719095213,6.450208219178082e-05
-121.39,38.57,0.62745098,2648.0,357.0,0.024103815,359.0,0.544937311,0.66742199,7.376044568245125,0.13481873111782477,6.714154596100279e-05
-118.38,33.87,0.62745098,1993.0,371.0,0.025645338,361.0,0.441524944,0.665153958,5.520775623268698,0.18615153035624687,7.103971745152355e-05
-121.54,39.48,0.549019608,2896.0,596.0,0.050618011,617.0,0.089984966,0.080001732,4.693679092382496,0.2058011049723757,8.203891572123177e-05
-118.57,34.2,0.62745098,1759.0,311.0,0.02634603,315.0,0.325726542,0.400412782,5.584126984126984,0.17680500284252415,8.363819047619047e-05
-122.36,37.54,0.431372549,6184.0,747.0,0.060595869,700.0,0.666721838,1.0,8.834285714285715,0.12079560155239327,8.656552714285714e-05
-123.24,38.7,0.725490196,1460.0,311.0,0.015863673,176.0,0.152908236,0.239794887,8.295454545454545,0.213013698630137,9.013450568181817e-05
-117.9,34.01,0.509803922,1702.0,381.0,0.05852182,352.0,0.227017558,0.239382518,4.8352272727272725,0.22385428907168037,0.00016625517045454547
-117.66,34.1,0.705882353,1971.0,345.0,0.026233919,358.0,0.204376491,0.268660748,5.505586592178771,0.1750380517503805,7.32791033519553e-05
-117.37,33.19,0.62745098,2205.0,453.0,0.03181143,439.0,0.164273596,0.399175674,5.022779043280182,0.2054421768707483,7.246339407744875e-05
-118.3,34.04,0.450980392,2092.0,585.0,0.049160571,538.0,0.083516089,0.329897609,3.8884758364312266,0.27963671128107076,9.137652602230483e-05
-118.33,33.79,0.549019608,4389.0,873.0,0.05790521,901.0,0.248768982,0.722885679,4.871254162042176,0.19890635680109364,6.426771365149833e-05
-121.99,37.33,0.666666667,1802.0,291.0,0.023487205,315.0,0.299071737,0.61628818,5.720634920634921,0.16148723640399557,7.456255555555556e-05
-122.23,37.79,0.764705882,930.0,199.0,0.015723535,184.0,0.057116454,0.202681638,5.054347826086956,0.21397849462365592,8.54539945652174e-05
-122.59,38.78,0.274509804,764.0,145.0,0.010174052,143.0,0.198280024,0.181650797,5.3426573426573425,0.18979057591623036,7.114721678321677e-05
-119.78,36.74,0.274509804,1461.0,415.0,0.025813504,356.0,0.138246369,0.155259154,4.103932584269663,0.2840520191649555,7.250984269662921e-05
-120.38,36.76,0.215686275,932.0,244.0,0.029148799,243.0,0.062337071,0.081032656,3.8353909465020575,0.26180257510729615,0.00011995390534979423
-119.37,36.22,0.352941176,1673.0,318.0,0.03629586,343.0,0.152142729,0.102682051,4.877551020408164,0.19007770472205618,0.00010581883381924199
-121.85,37.36,0.196078431,2109.0,592.0,0.076823902,607.0,0.244500076,0.393608686,3.474464579901153,0.2807017543859649,0.00012656326523887974
-118.32,34.18,0.843137255,1594.0,389.0,0.023234956,340.0,0.200004138,0.406392139,4.688235294117647,0.2440401505646173,6.833810588235294e-05
-119.07,35.35,0.450980392,4119.0,865.0,0.03618375,879.0,0.131887836,0.14680558,4.686006825938566,0.2100024277737315,4.116467576791809e-05
-117.67,34.02,0.294117647,3042.0,524.0,0.042405897,475.0,0.30280272,0.337114074,6.404210526315789,0.1722550953320184,8.927557263157894e-05
-117.09,32.74,0.431372549,3130.0,779.0,0.06920037,744.0,0.125522407,0.16123851,4.206989247311828,0.24888178913738018,9.301125e-05
-121.42,38.53,0.68627451,1581.0,288.0,0.023234956,291.0,0.200576544,0.117114981,5.43298969072165,0.18216318785578747,7.984520962199314e-05
-118.33,34.15,0.745098039,493.0,168.0,0.007175089,138.0,0.128743052,0.00515668,3.572463768115942,0.3407707910750507,5.199339855072464e-05
-117.91,33.64,0.549019608,1652.0,310.0,0.023234956,326.0,0.297230383,0.639999423,5.067484662576687,0.18765133171912832,7.127287116564417e-05
-122.2,37.47,0.843137255,1927.0,332.0,0.023627344,362.0,0.255748197,0.542680236,5.323204419889502,0.17228853139595227,6.526890607734806e-05
-121.0,37.69,0.333333333,3469.0,661.0,0.040612125,628.0,0.200548958,0.273196812,5.523885350318471,0.19054482559815508,6.466898885350319e-05
-117.67,34.09,0.31372549,4418.0,1256.0,0.067658847,1094.0,0.153563399,0.177320918,4.038391224862888,0.2842915346310548,6.184538117001828e-05
-117.3,33.06,0.588235294,2128.0,520.0,0.029316965,485.0,0.243244921,0.567010033,4.387628865979382,0.24436090225563908,6.0447350515463916e-05
-118.22,33.98,0.509803922,1095.0,340.0,0.036351916,318.0,0.148611743,0.223093925,3.443396226415094,0.3105022831050228,0.00011431420125786163
-116.95,33.74,0.37254902,2233.0,431.0,0.028616273,399.0,0.134860209,0.153403491,5.5964912280701755,0.1930138826690551,7.171998245614035e-05
-124.06,40.88,0.215686275,2087.0,424.0,0.044844306,438.0,0.142535965,0.256702034,4.764840182648402,0.20316243411595591,0.00010238426027397261
-117.8,33.66,0.294117647,2542.0,498.0,0.028560217,494.0,0.241382877,0.429691012,5.145748987854251,0.1959087332808812,5.781420445344129e-05
-121.97,37.3,0.470588235,5463.0,1351.0,0.07721629,1310.0,0.172963132,0.540824574,4.170229007633588,0.24730001830496065,5.8943732824427485e-05
-122.06,37.39,0.411764706,1236.0,290.0,0.011491353,274.0,0.219831451,0.051548241,4.510948905109489,0.23462783171521034,4.193924452554744e-05
-121.49,38.58,1.0,1000.0,324.0,0.012696544,250.0,0.064661177,0.317114156,4.0,0.324,5.0786176e-05
-118.1,34.71,0.294117647,3914.0,819.0,0.042630119,795.0,0.13207404,0.25257834,4.923270440251573,0.20924885028104243,5.362279119496855e-05
-118.35,33.89,0.470588235,1769.0,440.0,0.038341882,414.0,0.17816306,0.44886619,4.2729468599033815,0.248728094968909,9.261324154589372e-05
-117.04,32.68,0.196078431,1875.0,357.0,0.028335996,386.0,0.26724459,0.206186779,4.857512953367876,0.1904,7.340931606217616e-05
-118.16,33.97,0.235294118,221.0,63.0,0.007931837,64.0,0.096991766,0.329897609,3.453125,0.2850678733031674,0.000123934953125
-122.25,37.47,0.725490196,645.0,124.0,0.007343255,103.0,0.342678032,0.59793774,6.262135922330097,0.19224806201550387,7.129373786407767e-05
-118.08,33.93,0.745098039,1478.0,324.0,0.031503125,320.0,0.208624709,0.294846207,4.61875,0.21921515561569688,9.8447265625e-05
-118.51,34.2,0.666666667,1614.0,308.0,0.023739455,330.0,0.253837878,0.400000412,4.890909090909091,0.19083023543990088,7.193774242424242e-05
-118.4,33.96,0.843137255,1138.0,228.0,0.01384568,228.0,0.254155115,0.5944326,4.991228070175438,0.20035149384885764,6.072666666666667e-05
-117.67,34.1,0.529411765,1263.0,248.0,0.016760559,219.0,0.232762307,0.327835762,5.767123287671233,0.19635787806809185,7.653223287671233e-05
-118.49,34.15,0.62745098,2829.0,360.0,0.028223885,363.0,0.679907863,1.0,7.793388429752066,0.12725344644750794,7.775174931129477e-05
-120.83,35.33,0.254901961,4155.0,787.0,0.059110401,755.0,0.27425139,0.366392304,5.503311258278146,0.189410348977136,7.829192185430463e-05
-118.42,37.36,0.333333333,2281.0,520.0,0.039855377,465.0,0.085440201,0.08123884,4.905376344086021,0.22797018851380974,8.571048817204301e-05
-118.1,33.99,0.588235294,965.0,217.0,0.016704504,206.0,0.153122026,0.36144387,4.684466019417476,0.22487046632124352,8.108982524271844e-05
-121.99,37.34,0.490196078,3637.0,933.0,0.062950195,905.0,0.238796706,0.511133975,4.01878453038674,0.25653010723123454,6.955822651933702e-05
-121.3,38.71,0.31372549,5434.0,1106.0,0.077132207,1047.0,0.160183997,0.175052886,5.190066857688635,0.2035333087964667,7.366972970391595e-05
-122.25,37.86,0.921568627,2153.0,517.0,0.046329774,459.0,0.175294134,0.978554728,4.690631808278867,0.24013005109150024,0.00010093632679738562
-122.69,38.32,0.294117647,3741.0,698.0,0.054233583,658.0,0.284996069,0.347629494,5.685410334346504,0.18658112804063084,8.242185866261398e-05
-119.31,35.99,0.490196078,1460.0,316.0,0.024580285,286.0,0.059840554,0.067630649,5.104895104895105,0.21643835616438356,8.594505244755245e-05
-118.09,34.57,0.058823529,9761.0,1683.0,0.139213543,1535.0,0.277699618,0.263712315,6.3589576547231275,0.1724208585185944,9.069286188925081e-05
